"Headline","Positive","Negative","Neutral"
"Stocks To Watch: Spotlight On Walmart, Samsung And CAGNY","0.0665983334183693","0.0251174196600914","0.9082842469215393"
"Agilent declares $0.164 dividend","0.028638610616326332","0.054831430315971375","0.9165299534797668"
"Beaconlight Capital, Llc Buys Fortune Brands Home & Security Inc, Hasbro Inc, KAR Auction ...","0.07438626140356064","0.011508313938975334","0.9141053557395935"
"What's in Store for The Meet Group (MEET) in Q1 Earnings?","0.049057718366384506","0.03144833818078041","0.9194939732551575"
"A, ACB, EGHT and TLRY among notable after hour movers","0.1779726892709732","0.01313665509223938","0.808890700340271"
"5G Wireless Networks Give This Communications Test Gear Maker A Lift","0.7943539619445801","0.007809482514858246","0.19783656299114227"
"Agilent Technologies Sees RS Rating Climb To 74","0.9478566646575928","0.02206799015402794","0.03007534332573414"
"Stock Upgrades: Agilent Technologies Shows Rising Relative Strength","0.9544261693954468","0.02120603621006012","0.02436787635087967"
"Agilent up 5% on FQ3 beat, lower end of guidance raise","0.9348357915878296","0.0387309268116951","0.026433318853378296"
"What's in Store for AMETEK (AME) This Earnings Season?","0.06669998914003372","0.0311435479670763","0.9021564722061157"
"Earnings Heat Check (Stocks To Watch Podcast)","0.038571715354919434","0.06617285311222076","0.895255446434021"
"Agilent Technologies Sees RS Rating Improve To 76","0.9560263156890869","0.017508629709482193","0.026465026661753654"
"Agilent misses by $0.01, misses on revenue","0.017327316105365753","0.9283498525619507","0.05432286113500595"
"Agilent launches debt offering","0.062274981290102005","0.019507991150021553","0.9182169437408447"
"Pegasystems (PEGA) to Report Q1 Earnings: What's in Store?","0.03951842710375786","0.039274655282497406","0.9212069511413574"
"Bill Ackman's Pershing Square: 4th-Quarter Update","0.04280107840895653","0.030481882393360138","0.9267169833183289"
"What's in the Offing for TripAdvisor's (TRIP) Q1 Earnings?","0.030087849125266075","0.259558767080307","0.7103533744812012"
"Bessemer Securities Llc Buys Facebook Inc, Texas Instruments Inc, Bank of America Corporation, ...","0.06906826049089432","0.015406099148094654","0.9155256152153015"
"Parnassus Endeavor Fund Invests in Insurance and Logistics in 4th Quarter","0.10712915658950806","0.008997992612421513","0.883872926235199"
"Teacher Retirement System Of Texas Buys Hologic Inc, Vanguard Total Stock Market, Agilent ...","0.1773393303155899","0.009039833210408688","0.8136208057403564"
"Can New Offerings & Buyouts Aid Cisco's (CSCO) Q3 Earnings?","0.8060169219970703","0.009702644310891628","0.18428051471710205"
"Stocks To Watch: Retailers, Dubai Airshow And Cybertrucks","0.03747215121984482","0.02937491610646248","0.9331529140472412"
"IBD Stock Of The Day Keysight Technologies Hits Buy Zone As Wall Street Cheers 5G-Driven Growth","0.8727476596832275","0.016583789139986038","0.11066845804452896"
"Stocks To Watch: Earnings Heat Check","0.04079815372824669","0.12974585592746735","0.8294559121131897"
"Lgt Capital Partners Ltd. Buys UnitedHealth Group Inc, Alphabet Inc, Ross Stores Inc, Sells ...","0.06273588538169861","0.01605420745909214","0.9212098717689514"
"Fairpointe Capital LLC Buys Adtalem Global Education Inc, Corning Inc, Agilent Technologies ...","0.07606209814548492","0.014371117576956749","0.9095668196678162"
"Agilent Technologies: Buy For Total Return And Potential Technology Growth","0.47243732213974","0.008053304627537727","0.5195093750953674"
"Agilent EPS beats by $0.03, misses on revenue","0.6374173164367676","0.1361299604177475","0.2264527529478073"
"Twist Bio down 14% on expanded Agilent complaint over alleged theft of trade secrets","0.008243255317211151","0.9724333882331848","0.01932334713637829"
"Agilent Announces Receipt of FDA Approval for pharmDX Assay","0.655681848526001","0.013386464677751064","0.3309316635131836"
"Top Ranked Momentum Stocks to Buy for February 26th","0.10549535602331161","0.02256317250430584","0.8719414472579956"
"Agilent declares $0.18 dividend","0.03464851528406143","0.05904112011194229","0.9063104391098022"
"21 Upcoming Dividend Increases To Round Out 2018","0.3372947573661804","0.027079381048679352","0.6356258988380432"
"Agilent Q4 2019 Earnings Preview","0.3501214385032654","0.05340151488780975","0.5964770913124084"
"Synaptics (SYNA) Q3 Earnings: Will the Stock Disappoint?","0.054397258907556534","0.6571312546730042","0.2884714901447296"
"Agilent Technologies, Inc. 2019 Q4 - Results - Earnings Call Presentation","0.02926754578948021","0.05618259683251381","0.9145498871803284"
"Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q1 2019 Update","0.03513283655047417","0.017522012814879417","0.9473451972007751"
"Fortive (FTV) Earnings & Revenues Surpass Estimates in Q4","0.9117739200592041","0.04466129094362259","0.043564826250076294"
"6 Stocks Beating the Market","0.39871746301651","0.13648593425750732","0.46479660272598267"
"Agilent Technologies Hitting Lower Rail Of Upwardly Sloped Trend Channel Ahead Of Earnings","0.40383291244506836","0.5487295389175415","0.04743754863739014"
"Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q4 2018 Update","0.03381006419658661","0.019176935777068138","0.9470130205154419"
"Tracking William Von Mueffling's Cantillon Capital Management Portfolio - Q3 2019 Update","0.03578784316778183","0.017866160720586777","0.9463460445404053"
"Bill Ackman's Pershing Square Releases Letter to Investors","0.04845656082034111","0.02070765569806099","0.9308357238769531"
"Factors Likely to Decide JD.com's (JD) Fate in Q1 Earnings","0.023793503642082214","0.07287691533565521","0.903329610824585"
"Agilent Technologies: Buy For Great Growth In The Pharmaceutical Development Business","0.8231860995292664","0.006600446533411741","0.1702135056257248"
"Napier Park Global Capital LLC Buys Invesco Senior Loan, Agilent Technologies Inc, Lowe's Inc, ...","0.08491991460323334","0.013624207116663456","0.9014559388160706"
"Morning Call For Tuesday, Nov. 20","0.021807581186294556","0.08349626511335373","0.8946961164474487"
"Parnassus Endeavor Fund Buys FedEx Corp, VF Corp, Expeditors International of Washington Inc, ...","0.13080182671546936","0.011023785918951035","0.8581743836402893"
"Hendley & Co Inc Buys American Electric Power Co Inc, Agilent Technologies Inc, Paychex ...","0.07017926871776581","0.01601894199848175","0.9138017892837524"
"Agilent EPS beats by $0.04, beats on revenue","0.8157994747161865","0.02834494784474373","0.15585561096668243"
"J.P. Morgan Asset Management Announces Liquidation of Six Exchange-Traded Funds","0.014791062101721764","0.8488039374351501","0.13640499114990234"
"Parnassus Endeavor Fund Adds ' Stocks to Portfolio in –st Quarter","0.21524521708488464","0.028591390699148178","0.7561633586883545"
"Earnings Watch: PANW Stock Rallies Ahead Of Results; Retail Leader Forms Bullish Base","0.8869578838348389","0.08016283065080643","0.032879337668418884"
"Notable earnings after Monday's close","0.8940557837486267","0.07122866064310074","0.03471553325653076"
"Healthcare And Biotechnology Dashboard - Update","0.027432579547166824","0.03105277754366398","0.9415146112442017"
"Agilent launches new QC system for next-gen sequencing","0.41537240147590637","0.01020995993167162","0.5744176506996155"
"Spotlight On Walmart, Samsung And CAGNY (Stocks To Watch Podcast)","0.04330369830131531","0.03178531304001808","0.9249110221862793"
"BlueSpruce Investments, LP Buys Ross Stores Inc, TJX Inc, Comcast Corp, Sells Constellation ...","0.08606905490159988","0.0104008037596941","0.9035301804542542"
"Will New Technologies Benefit Agilent (A) in Q1 Earnings?","0.5955734252929688","0.010300904512405396","0.39412572979927063"
"Agilent (A) Q1 Earnings In Line With Estimates, Revenues Top","0.7743685841560364","0.023751921951770782","0.20187945663928986"
"Troy Asset Management Ltd Buys Agilent Technologies Inc, Mastercard Inc, Cisco Systems Inc, ...","0.06793577969074249","0.014925501309335232","0.9171386957168579"
"Stocks For You To Swing-Trade: TTWO, A, ROP","0.05169672518968582","0.015300354920327663","0.9330029487609863"
"Agilent up 4% after hours on Pershing stake","0.9339717030525208","0.022541895508766174","0.04348648712038994"
"Agilent Technologies (A) Gains As Market Dips: What You Should Know","0.1457587480545044","0.05055588483810425","0.8036854267120361"
"Impax Asset Management Group plc Buys Pentair PLC, Agilent Technologies Inc, IQVIA Holdings ...","0.08332787454128265","0.013064869679510593","0.9036072492599487"
"Parnassus Endeavor Fund Buys Alaska Air Group Inc, Arista Networks Inc, Charles Schwab Corp, ...","0.11877743154764175","0.01189453899860382","0.8693280816078186"
"Stock Upgrades: Agilent Technologies Shows Rising Relative Strength","0.9544261693954468","0.02120603621006012","0.02436787635087967"
"John Templeton's Investment Philosophy","0.052735719829797745","0.0258267093449831","0.9214375615119934"
"Stocks To Watch: Agilent Technologies Sees Relative Strength Rating Jump To 84","0.9514539837837219","0.023146076127886772","0.025399982929229736"
"Dropbox (DBX) to Report Q1 Earnings: What's in the Offing?","0.02323824353516102","0.40505921840667725","0.5717025995254517"
"6 Guru Stocks Trading With Low Price-Sales Ratios","0.22513329982757568","0.1072399690747261","0.667626678943634"
"Dividend Challenger Highlights: Week Of September 22","0.030015097931027412","0.053195033222436905","0.9167898893356323"
"Agilent Technologies, Inc. (A) CEO Mike McMullen on Q2 2019 Results - Earnings Call Transcript","0.026685034856200218","0.06351492553949356","0.9097999930381775"
"Wall Street Breakfast: Trade Deadline And Fed Meeting","0.02563820220530033","0.06082182005047798","0.9135399460792542"
"Agilent Technologies Inc (A) CEO and President Michael R. Mcmullen Sold $–.– million of Shares","0.02608306147158146","0.02612280286848545","0.9477940797805786"
"Square (SQ) to Report Q1 Earnings: What's in the Offing?","0.02437490038573742","0.47189342975616455","0.5037316679954529"
"What's in the Cards for Zillow Group (ZG) in Q1 Earnings?","0.07634826749563217","0.03222460672259331","0.8914270997047424"
"33 Firms Going Ex-Dividend Next Week, Including Comcast, JP Morgan And Cisco Systems","0.038774680346250534","0.09932387620210648","0.8619014024734497"
"Stock Chart Breakdown Alert: Agilent Tech (A)","0.03507201001048088","0.029039844870567322","0.9358881711959839"
"Wunderlich Capital Managemnt Buys ServiceNow Inc, Truist Financial Corp, Agilent Technologies ...","0.10674335807561874","0.011751114390790462","0.88150554895401"
"Fitbit (FIT) Q4 Loss Wider Than Estimated, Revenues Lag","0.025331756100058556","0.9642150402069092","0.010453167371451855"
"Agilent Technologies Inc. 2018 Q4 - Results - Earnings Call Slides","0.07544313371181488","0.379746675491333","0.5448102355003357"
"Can Strong Cloud Growth Propel Alibaba's (BABA) Q3 Earnings?","0.9085784554481506","0.010204034857451916","0.08121746778488159"
"Avid Technology (AVID) to Post Q1 Earnings: What's in Store?","0.09118776768445969","0.021505624055862427","0.8873065710067749"
"Agilent launches new water quality analyzer","0.1814134120941162","0.009319080971181393","0.809267520904541"
"A, CSCO, NTAP and WPG among after hour movers","0.041544731706380844","0.019125161692500114","0.9393301606178284"
"The Market Timing Secrets No One Talks About - December 17, 2019","0.023628804832696915","0.028726089745759964","0.9476451277732849"
"Clean Yield Group Buys Healthcare Trust of America Inc, Lakeland Financial Corp, U.S. ...","0.0873895213007927","0.009790835902094841","0.9028196334838867"
"Agilent (A) Gears Up for Q2 Earnings: What's in the Cards?","0.06873077154159546","0.018787162378430367","0.9124820232391357"
"Agilent FQ4 top line up 9%; earnings up 10%","0.9494322538375854","0.024028431624174118","0.026539335027337074"
"The Truth About Market Timing - July 30, 2019","0.034427229315042496","0.03092712163925171","0.9346455931663513"
"PerkinElmer: An Excellent Opportunity","0.9368208050727844","0.015128758735954762","0.048050493001937866"
"Acquisition Boosts Exact Sciences' Role in Cancer Diagnostics","0.9438431262969971","0.011489631608128548","0.04466719180345535"
"ACB and A among premarket losers","0.07599489390850067","0.04293288663029671","0.8810722827911377"
"Advanced Energy (AEIS) Q1 Earnings Beat, Revenues Down Y/Y","0.020323622971773148","0.9685463309288025","0.011130127124488354"
"Etsy (ETSY) to Report Q1 Earnings: What's in the Cards?","0.034242693334817886","0.033845603466033936","0.9319117069244385"
"Agilent Technologies Inc (A) CEO and President Michael R. Mcmullen Sold $–.4 million of Shares","0.028212016448378563","0.022434085607528687","0.9493539333343506"
"Dividend Challenger Highlights: Week Of June 23","0.028281500563025475","0.04986995831131935","0.9218485355377197"
"29 Firms Going Ex-Dividend Next Week, Including Comcast, Cisco And JP Morgan","0.035230908542871475","0.06376615166664124","0.9010030031204224"
"Top –st-Quarter Buys of Jerome Dodson's Parnassus Fund","0.5730456113815308","0.021082371473312378","0.40587207674980164"
"Agilent Technologies, Inc. 2019 Q2 - Results - Earnings Call Slides","0.07729903608560562","0.27101123332977295","0.6516896486282349"
"Agilent Q3 2019 Earnings Preview","0.35824090242385864","0.06390225887298584","0.5778567790985107"
"Agilent declares $0.164 dividend","0.028638610616326332","0.054831430315971375","0.9165299534797668"
"Wells sees 33% upside in Gilead in premarket analyst action","0.9349221587181091","0.03156167268753052","0.03351611644029617"
"Lgt Capital Partners Ltd. Buys UnitedHealth Group Inc, Alphabet Inc, Agilent Technologies Inc, ...","0.07823227345943451","0.015329234302043915","0.9064385294914246"
"Bruker To Buy Freiberg Instruments' Magnettech EPR Business","0.088412344455719","0.00924747809767723","0.9023401737213135"
"Stocks Rise Along with the Tariffs. Go Figure!","0.313146710395813","0.08109335601329803","0.6057599782943726"
"Agilent (A) Surpasses Earnings and Revenue Estimates in Q1","0.9549670219421387","0.018215103074908257","0.02681780233979225"
"Pershing Square Capital Management, L.P. Buys Agilent Technologies Inc, Sells Automatic Data ...","0.09337470680475235","0.008707758970558643","0.8979175686836243"
"Stock Upgrades: Agilent Technologies Shows Rising Relative Strength","0.9544261693954468","0.02120603621006012","0.02436787635087967"
"Timing the Market, Is it Possible? - January 10, 2020","0.04928141459822655","0.018602311611175537","0.9321162104606628"
"Pareteum (TEUM) to Post Q1 Earnings: What's in the Cards?","0.05032391846179962","0.02322036400437355","0.9264556765556335"
"Tiemann Investment Advisors, Llc Buys SPDR Barclays Convertible Securities ETF, D.R. ...","0.09066668152809143","0.011913878843188286","0.8974193930625916"
"The Dow Jones Industrial Average Will Lose 400 Points On Today's Inverted Yield Curve","0.008227203041315079","0.9658321738243103","0.025940587744116783"
"How to Time the Markets Like an Investing Pro - October 10, 2019","0.04230404272675514","0.022329043596982956","0.9353669285774231"
"Agilent Q2 2019 Earnings Preview","0.41405680775642395","0.06300489604473114","0.5229382514953613"
"Tense About Trade War? Follow Goldman With 5 ETF Strategies","0.05611632019281387","0.02312905713915825","0.9207546710968018"
"Agilent Technologies (A) Earnings Expected to Grow: Should You Buy?","0.22092671692371368","0.01327437348663807","0.7657989263534546"
"Harvey Investment Co Llc Buys Fastenal Co, Agilent Technologies Inc, CarMax Inc, Sells Croda ...","0.0745079442858696","0.012708471156656742","0.9127835631370544"
"FDA OKs Agilent companion diagnostic for Keytruda in HNSCC","0.306768536567688","0.0116779375821352","0.6815534830093384"
"Agilent Technologies, Inc. (A) Management Presents at Evercore ISI HealthCONx Conference (Transcript)","0.050038792192935944","0.02318313717842102","0.9267780184745789"
"Agilent (A) Withdraws Q2 & FY20 View Amid Coronavirus Crisis","0.009599852375686169","0.960699737071991","0.02970040589570999"
"Barclays bearish on Teva, sees 14% downside risk in premarket analyst action","0.053685881197452545","0.90074223279953","0.04557188227772713"
"Agilent Technologies (A) Earnings Expected to Grow: Should You Buy?","0.22092671692371368","0.01327437348663807","0.7657989263534546"
"Week In Review: CStone Pharma, A Suzhou Oncology Company, Files For Hong Kong IPO","0.09422610700130463","0.06923354417085648","0.8365404009819031"
"Mechanics Bank Trust Department Buys SPDR Wells Fargo Preferred Stock ETF, Huntington ...","0.10606902837753296","0.012518204748630524","0.8814127445220947"
"Agilent Technologies (A) Q2 Earnings and Revenues Miss Estimates","0.013864210806787014","0.9623858332633972","0.023749956861138344"
"Why the Earnings Surprise Streak Could Continue for Agilent (A)","0.06472427397966385","0.21697314083576202","0.7183026075363159"
"AMETEK (AME) Q1 Earnings and Revenues Surpass Estimates","0.9239588975906372","0.04925321042537689","0.026787949725985527"
"MercadoLibre (MELI) Q1 Earnings & Revenues Beat Estimates","0.9072154760360718","0.05882668122649193","0.03395773470401764"
"Dow Jones Futures: Stock Market Fear Gauge Hits New Low; Palo Alto Networks, Nutanix, Ambarella, Hewlett Packard Enterprise, ChemoCentryx Are Big Movers Late","0.2839658558368683","0.4600425362586975","0.2559915781021118"
"Agilent Technologies, Inc.'s (A) CEO Mike McMullen on Q1 2019 Results - Earnings Call Transcript","0.02468191646039486","0.05145639926195145","0.9238617420196533"
"Timing the Market, Is it Possible? - April 07, 2020","0.05006694793701172","0.016869252547621727","0.9330637454986572"
"Silicon Valley Pioneer Keysight Just Moved Into The Buy Zone — But Can It Stay There?","0.09548782557249069","0.011990316212177277","0.8925219178199768"
"IBD Stock Of The Day: This Company Gets A Lift From Its 5G Rollout","0.9480634927749634","0.018395401537418365","0.03354109823703766"
"Dividend Growth Stocks Of Tomorrow: Agilent Technologies Inc.","0.11515747010707855","0.014236640185117722","0.8706058859825134"
"Eaton Vance Exits Celgene, Trims Amgen Position","0.029389681294560432","0.03146807476878166","0.9391422271728516"
"Stock Upgrades: Agilent Technologies Shows Rising Relative Strength","0.9544261693954468","0.02120603621006012","0.02436787635087967"
"Agilent (A) Up 11.5% Since Last Earnings Report: Can It Continue?","0.9553663730621338","0.016585106030106544","0.028048450127243996"
"Tracking William von Mueffling's Cantillon Capital Management Portfolio - Q2 2019 Update","0.03603612259030342","0.01732083596289158","0.9466429948806763"
"Tencent (TCEHY) to Report Q4 Earnings: What's in the Cards?","0.03515958413481712","0.033262256532907486","0.9315781593322754"
"Krueger & Catalano Capital Partners, LLC Buys Bristol-Myers Squibb Company, Agilent ...","0.1387515515089035","0.011638790369033813","0.8496096134185791"
"Agilent: Some Bolt-On M&A To Rejuvenate Growth","0.5188880562782288","0.00919363833963871","0.47191834449768066"
"Agilent: An Excellent Company At Average Price","0.8393304944038391","0.007671955041587353","0.15299749374389648"
"Why Is Agilent (A) Up 5.3% Since Last Earnings Report?","0.7128955721855164","0.052324384450912476","0.23478013277053833"
"Top 5 Buys of the Signature Select Canadian Fund","0.16620784997940063","0.013708083890378475","0.8200840950012207"
"Waters Q1 miss and lower guidance pressures life sciences kit makers","0.03975023701786995","0.8982876539230347","0.06196213513612747"
"Needham sees 27% upside in Thermo Fisher in today's analyst action","0.9138474464416504","0.04961235448718071","0.036540109664201736"
"Fairpointe Capital LLC Buys Agilent Technologies Inc, Magna International Inc, iShares MSCI ...","0.10224058479070663","0.012019354850053787","0.8857401013374329"
"Best Large-Cap Stocks To Buy Now","0.09492482244968414","0.013565899804234505","0.8915093541145325"
"Will New Technologies Benefit Agilent (A) in Q4 Earnings?","0.5987758636474609","0.010865678079426289","0.3903583884239197"
"TE Connectivity (TEL) Q1 Earnings: What's in the Cards?","0.03748851269483566","0.035642724484205246","0.926868736743927"
"Wall Street Tumbles Following Yield Curve Inversion","0.04998377710580826","0.851334273815155","0.0986819788813591"
"Notable earnings after Wednesday's close","0.8919201493263245","0.06922315061092377","0.038856785744428635"
"Agilent Is Up Almost 20% Since Its Last Earnings Report: Assessing If The Momentum Continues","0.9491509795188904","0.01572534628212452","0.03512362018227577"
"Stock Upgrades: Agilent Technologies Shows Rising Relative Strength","0.9544261693954468","0.02120603621006012","0.02436787635087967"
"Agilent Awards Trilogy Sciences with a Golden Ticket at LabCentral","0.627052903175354","0.01149538904428482","0.3614518344402313"
"Dividend Challenger Highlights: Week Of October 20","0.028870191425085068","0.053309470415115356","0.9178203344345093"
"Applied Materials (AMAT) Q1 Earnings & Sales Top Estimates","0.05908745899796486","0.1046341136097908","0.8362783789634705"
"Agilent Technologies to Adjourn Annual Meeting Until April –7, —…—…","0.019732512533664703","0.13987597823143005","0.8403915166854858"
